defense,player,times_played,pts_per_min,trb_per_min,ast_per_min,blk_per_min,stl_per_min
Defense_paok,milan-milosevic-1,5.0,0.4743982683982684,0.3123809523809524,0.02,0.032285714285714286,0.01212121212121212
Defense_paok,loukas-mavrokefalidis-1,5.0,0.4821082621082621,0.2536182336182337,0.049914529914529916,0.007407407407407406,0.028888888888888888
Defense_paok,epameinondas-papantoniou-1,5.0,0.056000000000000015,0.06533333333333333,0.07333333333333332,0.0,0.008
Defense_paok,malik-hairston-1,4.0,0.121875,0.08402777777777777,0.13156702898550726,0.0,0.0
Defense_paok,ioannis-kalampokis-1,5.0,0.2670777006454756,0.07356594811837777,0.029984167580075508,0.0,0.011764705882352941
Defense_paok,philip-scrubb-1,1.0,0.5263157894736842,0.21052631578947367,0.0,0.0,0.05263157894736842
Defense_paok,chris-warren-1,1.0,0.2352941176470588,0.05882352941176471,0.1176470588235294,0.0,0.0
Defense_paok,dusan-sakota-1,5.0,0.3478787878787879,0.0901010101010101,0.0202020202020202,0.01818181818181818,0.029292929292929294
Defense_paok,od-anosike-1,1.0,0.2307692307692308,0.15384615384615385,0.0,0.0,0.0
Defense_paok,tj-carter-1,5.0,0.3148985507246377,0.1907246376811594,0.056695652173913036,0.01333333333333333,0.021333333333333333
Defense_paok,christos-tapoutos-1,2.0,0.40625,0.128125,0.040625,0.0,0.03125
Defense_paok,chavdar-kostov-1,2.0,0.26282051282051283,0.16375291375291376,0.07284382284382285,0.0,0.0
Defense_paok,dimitris-kalaitzidis-1,2.0,0.0,0.125,0.0,0.0,0.0
Defense_paok,thomas-van-der-mars-1,1.0,0.2258064516129032,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.0
Defense_paok,ioannis-demertzis-1,1.0,0.25,0.0,0.0,0.0,0.125
Defense_paok,giannis-stampoulis-1,2.0,0.6319444444444444,0.05555555555555555,0.03125,0.0,0.05555555555555555
Defense_paok,zamal-nixon-1,1.0,0.24,0.08,0.08,0.0,0.2
Defense_paok,brandon-young-1,2.0,0.4321428571428572,0.18928571428571428,0.017857142857142856,0.0,0.06785714285714288
