actual_mean_10,actual_mean_5,actual_median_10,actual_median_5,actual_null,label,linreg_mean_10,linreg_mean_5,linreg_median_10,linreg_median_5,linreg_null,rf_mean_10,rf_mean_5,rf_median_10,rf_median_5,rf_null
0.25,0.25,0.25,0.25,0.25,Defense_gran-canaria_roman-martinez-1,0.13179859232762148,0.13179859232762148,0.14193643593227084,0.13179859232762148,0.12692775689766203,0.14341655502780823,0.1867814009661836,0.20809640522875816,0.16937087081633231,0.26468253968253974
0.2712215320910973,0.2712215320910973,0.2712215320910973,0.2712215320910973,0.2712215320910973,Defense_gran-canaria_goran-suton-1,0.2446709122934178,0.2446709122934178,0.2478819154183727,0.2446709122934178,0.24553800930755257,0.24372070479487365,0.2058422303999515,0.24699798044401114,0.24073927322053254,0.2263602520667738
0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,Defense_gran-canaria_albert-ventura-1,0.13443076025207112,0.13443076025207112,0.13458319113758194,0.13443076025207112,0.14004882872279859,0.1193165499369453,0.1291069661114418,0.12068521409586219,0.13648644722926906,0.1971820071820072
0.15555555555555556,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.15555555555555556,Defense_gran-canaria_alejandro-suarez-1,0.15115855118072455,0.15115855118072455,0.15761884853536207,0.15115855118072455,0.15128538490823795,0.1504203218877132,0.14966187253715854,0.21284591747318055,0.12224212351637606,0.13668357102682047
0.0,0.0,0.0,0.0,0.0,Defense_gran-canaria_josh-mayo-1,0.08578548243730566,0.08578548243730566,0.0895166361339802,0.08578548243730566,0.0851288178779185,0.06441262612511864,0.04279508797653959,0.09941029583631265,0.07098938857839787,0.08148949119190405
0.2,0.2,0.2,0.2,0.2,Defense_gran-canaria_xavier-rey-1,0.22787824352373726,0.22787824352373726,0.23425796524610448,0.22787824352373726,0.2333089671199249,0.28362141871924484,0.309300204753294,0.29313782352950946,0.24327202771981077,0.287608194750551
0.0,0.0,0.0,0.0,0.0,Defense_paris-levallois_riccardo-cervi-1,0.19499093243187932,0.19499093243187932,0.18483597985772893,0.19499093243187932,0.18596205466735538,0.1770282351875601,0.16208852581204608,0.20503099462818133,0.18061946271111426,0.21387620648645972
0.3888888888888888,0.3888888888888888,0.3888888888888888,0.3888888888888888,0.3888888888888888,Defense_paris-levallois_livio-jean-charles-1,0.23716535923116167,0.23716535923116167,0.23802338189869182,0.23716535923116167,0.24220815134092838,0.26524821023233003,0.273307034201152,0.2511943475391113,0.2643331096148434,0.21613439442680607
0.2119047619047619,0.2119047619047619,0.2119047619047619,0.2119047619047619,0.2119047619047619,Defense_paris-levallois_nobel-boungou-colo-1,0.17559009620075616,0.17559009620075616,0.17531873769753462,0.17559009620075616,0.17906779889118365,0.1594691806557164,0.20142849457187695,0.197089690162966,0.1735423419173419,0.22100519279324615
0.4,0.4,0.4,0.4,0.4,Defense_paris-levallois_karim-souchu-1,0.14133531186862636,0.14133531186862636,0.1413929854242144,0.14133531186862636,0.14751889754725567,0.13443043884220354,0.16562091503267976,0.15309523809523812,0.14651960784313728,0.31317934516463924
0.2806896551724138,0.2806896551724138,0.2806896551724138,0.2806896551724138,0.2806896551724138,Defense_paris-levallois_devin-booker-1,0.2529541547939605,0.2529541547939605,0.25102845206686436,0.2529541547939605,0.25009054769317585,0.24208264462035184,0.26764367122304766,0.39079941352015013,0.30907395519390624,0.36706263301915476
