actual_mean_10,actual_mean_5,actual_median_10,actual_median_5,actual_null,label,linreg_mean_10,linreg_mean_5,linreg_median_10,linreg_median_5,linreg_null,rf_mean_10,rf_mean_5,rf_median_10,rf_median_5,rf_null
0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,Defense_trento_jeremy-leloup-1,0.07432974857189537,0.07432974857189537,0.08709596324009232,0.07432974857189537,0.07580356147193362,0.0641965419872696,0.08947482475037245,0.06911015787331577,0.09265424614214936,0.06627010448733424
0.0,0.0,0.0,0.0,0.0,Defense_trento_dexter-pittman-1,0.04025275824999428,0.04025275824999428,0.038412573291419894,0.04025275824999428,0.040386574870958196,0.024452214452214453,0.02700189393939394,0.024202355116148218,0.024895833333333332,0.0
0.08545454545454545,0.08545454545454545,0.08545454545454545,0.08545454545454545,0.08545454545454545,Defense_trento_rihards-kuksiks-1,0.0490462798636775,0.0490462798636775,0.0453288030892192,0.0490462798636775,0.04598919226130917,0.06349447323818141,0.08809414296088143,0.034820425989780836,0.05843253731992122,0.009090909090909092
0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,Defense_trento_luca-vitali-1,0.11029064930998814,0.11029064930998814,0.10909788260634476,0.11029064930998814,0.10612873312058467,0.11036032473532473,0.1376028392556406,0.15175339212800515,0.14692993532040272,0.12287256849756849
0.0,0.0,0.0,0.0,0.0,Defense_trento_boris-savovic-1,0.027886296209998312,0.027886296209998312,0.028487672469380703,0.027886296209998312,0.030214484497933323,0.0,0.0,0.0125,0.0125,0.00625
0.030877192982456145,0.030877192982456145,0.030877192982456145,0.030877192982456145,0.030877192982456145,Defense_trento_esteban-batista-1,0.04884451065978066,0.04884451065978066,0.04591650343179961,0.04884451065978066,0.042926548333506474,0.033780350084697916,0.06561334961334961,0.02361049683031107,0.09231592994711434,0.06688492063492064
0.0,0.0,0.0,0.0,0.0,Defense_trento_umberto-pietrini-1,0.022802682148985835,0.022802682148985835,0.02296684548068542,0.022802682148985835,0.023906142374193237,0.030028574158132714,0.03162377562401843,0.03170464130336822,0.02939646193588229,0.0340114132252813
0.3,0.3,0.3,0.3,0.3,Defense_strasbourg_dj-cooper-1,0.20642630127519973,0.20642630127519973,0.20058459326388303,0.20642630127519973,0.21012875599121317,0.16356597721290433,0.23837884943435225,0.20418934482272197,0.19246937767362884,0.23774698340874814
0.1857894736842105,0.1857894736842105,0.1857894736842105,0.1857894736842105,0.1857894736842105,Defense_strasbourg_mickey-mcconnell-1,0.16393984985630283,0.16393984985630283,0.16805492166102148,0.16393984985630283,0.15630952062795772,0.18227406342271896,0.17949437369227472,0.18655065939753052,0.2044117865159532,0.1748577473939316
0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,Defense_strasbourg_garry-florimont-1,0.051977209932291324,0.051977209932291324,0.056637360783228737,0.051977209932291324,0.05078025639614049,0.049443572520831924,0.029354739079426283,0.04753835896250757,0.03772596719847359,0.05150110428786899
