player_id,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,player_name,team_id,opp_id,team_pts,opp_pts,boxscore_id,is_playoffs,team_league_id,opp_league_id,num_triangles
matt-lojeski-1,23.0,7.0,11.0,4.0,7.0,0.0,0.0,3.0,7.0,4.0,1.0,0.0,0.0,0.0,18.0,Matt Lojeski,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,2048
vangelis-mantzaris-1,23.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,6.0,Vangelis Mantzaris,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,2048
erick-green-1,22.0,6.0,9.0,1.0,3.0,3.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,16.0,Erick Green,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,2048
vassilis-spanoulis-1,20.0,0.0,7.0,0.0,6.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,4.0,Vassilis Spanoulis,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,2048
kostas-papanikolaou-1,18.0,2.0,5.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,3.0,8.0,Kostas Papanikolaou,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,2048
khem-birch-1,17.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,6.0,1.0,2.0,0.0,1.0,2.0,6.0,Khem Birch,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,2048
ioannis-papapetrou-1,15.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,Ioannis Papapetrou,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,2048
daniel-hackett-1,14.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,Daniel Hackett,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,1390
dimitris-agravanis-1,12.0,2.0,3.0,0.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,7.0,Dimitrios Agravanis,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,2028
nikola-milutinov-1,10.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,Nikola Milutinov,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,2048
vasileios-toliopoulos-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Vassilis Toliopoulos,olympiakos,koroivos,88,66,2016-10-08-koroivos,False,greek-basket-league,greek-basket-league,1312
brandon-young-1,36.0,5.0,12.0,1.0,1.0,5.0,6.0,0.0,2.0,7.0,6.0,0.0,1.0,5.0,16.0,Brandon Young,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1148
demarius-bolds-1,32.0,10.0,15.0,1.0,5.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,6.0,21.0,Demarius Bolds,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1802
tyren-johnson-1,27.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,8.0,Tyren Johnson,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,815
jito-kok-1,22.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,4.0,Jito Kok,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1969
dionysis-giannakopoulos-1,19.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,6.0,Dionysis Giannakopoulos,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1642
ashley-hamilton-1,17.0,3.0,9.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,Ashley Hamilton,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1969
christoforos-stefanidis-1,15.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,Christoforos Stefanidis,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1969
giannis-athanasoulas-1,14.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,Giannis Athanasoulas,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1969
dimitris-kaklamanakis-1,8.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,Dimitris Kaklamanakis,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1969
michalis-perrakis-1,6.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Michalis Perrakis,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1969
ioannis-anagnostakis-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Ioannis Anagnostakis,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1803
kevin-punter-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Punter,lavrio,kymis-bc,75,69,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1969
muhammad-el-amin-1,33.0,4.0,11.0,4.0,8.0,1.0,2.0,0.0,7.0,3.0,0.0,0.0,6.0,4.0,13.0,Muhammad El-Amin,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1974
martin-pahlmblad-1,32.0,5.0,8.0,3.0,5.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,15.0,Martin Pahlmblad,kymis-bc,lavrio,69,75,2016-10-08-lavrio,False,greek-basket-league,greek-basket-league,1974
